,0
458,296.211
459,1231.1039999999998
460,223.988
461,893.5089999999999
462,677.026
463,10.652
464,438.485
465,454.535
466,92.78399999999999
467,36.736
468,33.181000000000004
469,24.945
470,103.04599999999999
471,34.192
472,23.006999999999998
473,35.051
474,51.619
475,107.072
476,73.137
477,50.086
478,28.366
479,8.712
480,32.266999999999996
481,45.247
482,156.452
483,5.9270000000000005
484,59.841
485,177.293
486,49.724999999999994
487,59.37
488,53.881
489,188.084
490,47.064
491,62.217999999999996
492,55.197
493,346.509
494,419.241
495,156.893
496,508.34
497,109.52599999999998
498,55.379999999999995
499,423.759
500,407.4440000000001
501,64.464
502,88.478
503,134.316
504,52.053
505,32.827
506,92.68
507,49.040000000000006
508,416.076
509,63.034000000000006
510,95.679
511,76.189
512,97.221
513,63.321
514,28.775000000000002
515,28.31
516,20.576999999999998
517,38.854
518,95.431
519,20.103
520,84.85199999999999
521,91.194
522,29.562
523,46.153
524,180.27300000000002
525,79.047
526,73.969
527,29.615000000000002
528,20.708
529,17.789
530,337.31399999999996
531,42.318
532,30.548000000000002
533,153.535
534,23.01
535,27.26
536,55.295
537,46.347
538,36.355999999999995
539,46.971000000000004
540,40.803999999999995
541,147.288
542,58.235
543,21.119999999999997
544,37.428
545,64.78800000000001
546,304.664
547,78.958
548,68.56700000000001
549,382.548
550,41.854
551,95.78999999999999
552,27.697000000000003
553,52.493
554,130.665
555,626.825
556,102.24700000000001
557,461.168
558,78.08000000000001
559,482.918
560,397.673
561,2159.895
562,151.573
563,53.973
564,67.88300000000001
565,62.489999999999995
566,38.091
567,56.05200000000001
568,66.598
569,91.17599999999999
570,86.065
571,59.06700000000001
572,58.731
573,239.381
574,83.23400000000001
575,46.96
576,33.933
577,44.754
578,323.169
579,56.185
580,232.978
581,43.103
582,230.39
583,66.316
584,28.437
585,38.837
586,42.033
587,40.308
588,103.94899999999998
589,32.171
590,74.91999999999999
591,93.374
592,48.01
593,44.932
594,114.33000000000001
595,38.187
596,27.931
597,58.69500000000001
598,49.127
599,65.66
600,46.253
601,221.426
602,160.382
603,88.81800000000001
604,84.667
605,56.113
606,40.867000000000004
607,69.889
608,782.567
609,43.554
610,205.377
611,130.753
612,78.366
613,2.282
614,123.29400000000003
615,35.859
616,41.696
617,47.037000000000006
618,31.276000000000003
619,39.318000000000005
620,326.48
621,42.884
622,44.480000000000004
623,78.49300000000001
624,86.463
625,40.279
626,40.178
627,543.626
628,37.192
629,55.156000000000006
630,76.227
631,23.881999999999998
632,54.754000000000005
633,43.825
634,46.9
635,982.7239999999999
636,420.514
637,49.031
638,32.789
639,61.525000000000006
640,31.461
641,78.46
642,189.805
643,113.59200000000001
644,271.341
645,84.89000000000001
646,22.096000000000004
647,79.04700000000001
648,85.03199999999998
649,42.371
650,49.72
651,83.56
652,41.717
653,85.842
654,35.387
655,42.53
656,22.303
657,178.612
658,754.0919999999999
659,93.893
660,54.441
661,38.805
662,226.19299999999998
663,79.026
664,102.805
665,49.277
666,119.284
667,52.501
668,46.150999999999996
669,83.713
670,105.988
671,41.959
672,61.345
673,36.221999999999994
674,58.245000000000005
675,23.500999999999998
676,32.641000000000005
677,101.426
678,14.915
679,38.723
680,25.418
681,13.669
682,1396.666
683,1028.8339999999998
684,76.362
685,111.352
686,117.148
687,72.53200000000001
688,66.01599999999999
689,41.616
690,75.507
691,48.818
692,177.227
693,130.121
694,203.92600000000002
695,170.541
696,88.89399999999999
697,249.597
698,108.12100000000001
699,896.645
700,58.617000000000004
701,447.683
702,63.382
703,50.70399999999999
704,227.62399999999997
705,67.72399999999999
706,19.6
707,102.873
708,95.881
709,69.995
710,37.247
711,149.203
712,39.475
713,298.89599999999996
714,93.07000000000001
715,179.733
716,23.868
717,149.391
718,195.56599999999997
719,62.131
720,39.672
721,33.55200000000001
722,142.923
723,134.89600000000002
724,35.44500000000001
725,149.209
726,116.00200000000001
727,46.414
728,55.551
729,51.004000000000005
730,40.617000000000004
731,35.068
732,35.749
733,89.98599999999999
734,60.07599999999999
735,44.687999999999995
736,94.19900000000001
737,34.19
738,26.664
739,363.542
740,28.68
741,56.271
742,35.305
743,50.753000000000014
744,30.97
745,55.296
746,111.95500000000001
747,344.684
748,71.92399999999999
749,248.784
750,42.498000000000005
751,56.165000000000006
752,142.507
753,42.07000000000001
754,76.91799999999999
755,21.274
756,86.005
757,230.667
758,772.639
759,80.697
760,90.799
761,55.650999999999996
762,380.87399999999997
763,16.769000000000002
764,52.092000000000006
765,154.36499999999998
766,57.781
767,17.369
768,65.908
769,45.39
770,173.01600000000002
771,78.34700000000001
772,35.41
773,50.339000000000006
774,53.915
775,41.138
776,68.283
777,32.224000000000004
778,192.90800000000002
779,59.591
780,62.55899999999999
781,53.88499999999999
782,36.575
783,56.129000000000005
784,161.37
785,119.06
786,35.150000000000006
787,47.775999999999996
788,230.049
789,256.289
790,63.605
791,14.721999999999998
792,97.489
793,129.393
794,58.559999999999995
795,332.186
796,78.227
797,224.25900000000001
798,157.425
799,79.99799999999999
800,56.125
801,50.382999999999996
802,195.32999999999998
803,94.87099999999998
804,41.223
805,48.227999999999994
806,17.816
807,44.055
808,18.417
809,60.687
810,47.903000000000006
811,37.187
812,94.357
813,48.278999999999996
814,97.205
815,148.09
816,76.721
817,18.616
818,110.72599999999998
819,89.726
820,73.34900000000002
821,217.17800000000003
822,55.900000000000006
823,24.675000000000004
824,77.782
825,257.491
826,328.17800000000005
827,115.179
828,149.609
829,43.92
830,253.45000000000005
831,49.18900000000001
832,105.99499999999999
833,60.309
834,1323.889
835,47.076
836,103.035
837,37.394999999999996
838,58.476
839,48.446999999999996
840,475.28499999999997
841,281.905
842,70.37700000000001
843,164.59000000000003
844,120.095
845,569.03
846,74.951
847,183.87900000000002
848,22.203
849,179.897
850,40.21300000000001
851,31.198999999999998
852,11.094
853,25.378999999999998
854,21.158
855,24.348000000000003
856,54.10199999999999
857,16.752999999999997
858,90.513
859,24.691
860,14.658000000000001
861,93.845
862,60.184999999999995
864,132.845
865,74.637
866,339.326
867,131.14499999999998
868,68.594
869,65.625
870,21.597
871,27.08
872,16.738
873,192.659
874,76.951
875,0.881
876,400.808
877,10.476
878,66.836
879,16.726
880,53.312
881,10.828
882,31.182000000000002
883,199.035
884,2.62
885,16.012999999999998
886,19.015
887,32.765
888,35.611000000000004
889,49.379999999999995
890,22.119999999999997
891,47.114000000000004
892,173.828
893,7.1770000000000005
894,186.741
895,45.269000000000005
896,247.242
897,28.546999999999997
898,98.065
899,268.478
900,501.675
901,20.728
902,287.40199999999993
903,122.03400000000002
904,418.33799999999997
905,32.273
906,351.12700000000007
907,89.43299999999999
908,3.885
909,23.397000000000002
910,24.106
911,22.566
912,49.367
913,17.305
914,8.844
915,94.78099999999999
916,15.719000000000001
917,20.058999999999997
918,25.605
919,24.463
920,20.589
921,79.506
922,32.21
923,22.002000000000002
924,160.605
925,29.058999999999997
926,25.577
927,213.828
928,22.956
929,37.443
930,39.355000000000004
931,5.494000000000001
932,51.291
933,44.89
934,17.442999999999998
935,19.544
936,30.089
937,98.002
938,216.818
939,16.793
940,85.711
941,16.441999999999997
942,132.882
943,304.64
944,52.194
945,121.945
946,129.846
947,80.88
948,90.63399999999999
949,350.36
950,33.928
951,60.244
952,30.255
953,78.956
954,62.290000000000006
955,33.725
956,5.515000000000001
957,22.958
958,161.24599999999998
959,4.008
960,136.228
961,181.067
962,286.068
963,13.591999999999999
964,46.494
965,865.889
966,29.247
967,25.580999999999996
968,34.091
969,5.175
970,39.187
971,34.542
972,38.396
973,18.902
974,38.193000000000005
975,71.965
976,255.845
977,15.299000000000001
978,11.238
979,48.685
980,94.878
981,34.068999999999996
982,75.714
983,46.022
984,6.243000000000001
985,44.527
986,102.951
987,39.021
988,55.069
989,31.966
990,129.945
991,0.528
992,116.977
993,61.824
994,42.446000000000005
995,52.732
996,631.296
997,38.927
998,0.772
999,34.080999999999996
1000,129.421
1001,29.37
1002,46.352999999999994
1003,28.671
1004,461.509
1005,3.654
1006,116.56000000000002
1007,492.90500000000003
1008,21.336
1009,335.85
1010,198.387
1011,1.086
1012,173.969
1013,131.232
1014,64.875
1015,108.662
1016,162.585
1017,345.971
1018,2.834
1019,18.784
1020,80.286
1021,176.408
1022,105.517
1023,25.728
1024,66.07300000000001
1025,28.337
1026,165.599
1027,46.152
1028,31.198
1029,41.239
1030,230.585
1031,45.4
1032,129.441
1033,116.717
1034,429.054
1035,238.64100000000002
1036,11.773
1037,54.848
1038,308.963
1039,115.82999999999998
1040,2.1820000000000004
1041,21.253
1042,17.229
1043,48.419000000000004
1044,17.639
1045,136.28
1046,42.739999999999995
1047,23.61
1048,34.999
1049,34.963
1050,109.154
1051,59.549
1052,18.059
1053,22.244
1054,37.22599999999999
1055,35.688
1056,34.702
1057,46.078
1058,57.81099999999999
1059,291.293
1060,66.46100000000001
1061,44.69799999999999
1062,44.381
1063,35.488
1064,80.383
1065,25.724999999999998
1066,31.009
1067,116.954
1068,171.57600000000002
