Id,x,y
182,-89.44222507,41.71058961
183,-89.42614112,41.71239027
184,-89.40952524,41.70431422
185,-89.39305315,41.70474174
186,-89.37644975,41.71971285
187,-89.34862424,41.72051094
188,-89.44417178,41.69602607
189,-89.43136312,41.6964236
190,-89.41525936,41.69685078
191,-89.38597993,41.69767158
192,-89.38085884,41.69799281
193,-89.33212285,41.69568244
194,-89.43990018,41.68179693
195,-89.42380015,41.68222526
196,-89.40001789,41.68299734
197,-89.38354669,41.68314904
198,-89.35509321,41.66639081
199,-89.33151069,41.67977076
200,-89.44660851,41.66746176
201,-89.4136744,41.66777608
202,-89.3938011,41.66110039
203,-89.36958983,41.6574792
204,-89.35503248,41.6625493
205,-89.35056376,41.65764917
206,-89.44589776,41.64743517
207,-89.43250238,41.65579701
208,-89.38801261,41.64276671
209,-89.38860678,41.6567573
210,-89.36908766,41.64897633
211,-89.33021559,41.64328253
212,-89.43550049,41.6384791
213,-89.41205453,41.63650607
214,-89.39300342,41.63476226
215,-89.37581295,41.63491946
216,-89.36886357,41.63498228
217,-89.32962155,41.62846828
218,-89.43152141,41.61958134
219,-89.41689944,41.61999453
220,-89.39239961,41.62022287
221,-89.37777272,41.62035671
222,-89.3646128,41.62074996
223,-89.33817738,41.61412324
224,-89.44077983,41.60494755
225,-89.41445797,41.60519811
226,-89.40237103,41.60393898
227,-89.38692296,41.59831848
228,-89.3675532,41.59876881
229,-89.33879361,41.60670812
230,-89.43017651,41.5833689
231,-89.41555812,41.58350744
232,-89.39375157,41.5911204
233,-89.37656385,41.59072878
234,-89.3535541,41.59203303
235,-89.33772199,41.58476268
236,-89.4289549,41.57597081
237,-89.41543901,41.57637326
238,-89.38627644,41.58103501
239,-89.37622825,41.56987474
240,-89.34742671,41.57424893
241,-89.33757318,41.57515872
242,-89.43528522,41.56136524
243,-89.41477151,41.55826678
244,-89.40493508,41.5600055
245,-89.37652742,41.56575548
246,-89.3511577,41.55582872
247,-89.33745418,41.56747555
248,-89.43345627,41.53970229
249,-89.422744,41.55434942
250,-89.37978708,41.541301
251,-89.34617303,41.54077869
252,-89.43083019,41.53561083
253,-89.41768791,41.53600996
254,-89.44220694,41.51738883
255,-89.41190916,41.51795143
256,-89.40351201,41.51802988
257,-89.36482041,41.51893233
258,-89.34546984,41.51910427
259,-89.42224846,41.50303433
260,-89.40954132,41.50727052
261,-89.40071741,41.50351062
262,-89.38320116,41.5039463
263,-89.40431665,41.47822875
264,-89.3828246,41.48062239
265,-89.32494078,41.4899181
266,-89.54953267,42.13622357
267,-89.54352007,42.13025017
268,-89.53384913,42.12568683
269,-89.54573908,42.11129254
270,-89.52620542,42.11122288
271,-89.54509366,42.09675565
272,-89.52372771,42.09697931
273,-89.51190393,42.09518049
274,-89.54468122,42.07508159
275,-89.52563992,42.08104365
276,-89.50724566,42.08233095
277,-89.48660595,42.08171701
278,-89.55441886,42.06427635
279,-89.52539343,42.06787448
280,-89.50588314,42.06834991
281,-89.48594469,42.06553338
282,-89.46610061,42.06792628
283,-89.5814657,42.05383214
284,-89.54900777,42.05088763
285,-89.54164554,42.05096539
286,-89.51488504,42.0572811
287,-89.5004969,42.05578187
288,-89.47767667,42.05628611
289,-89.57468987,42.04622211
290,-89.55844155,42.0436526
291,-89.54151035,42.04383209
292,-89.51500396,42.04383367
293,-89.49660515,42.04429606
294,-89.48115068,42.04472608
295,-89.5831205,42.02554969
296,-89.55819387,42.03075786
297,-89.54049376,42.02902451
298,-89.51915047,42.02924702
299,-89.50590783,42.0296575
300,-89.48126194,42.03045548
301,-89.58398778,42.01346607
302,-89.55860319,42.01373987
303,-89.53775213,42.02027209
304,-89.51961609,42.01469829
305,-89.50821097,42.0148156
306,-89.48136336,42.01563612
307,-89.57937495,42.00336294
308,-89.55977434,41.99808577
309,-89.54325423,41.99990759
310,-89.51493714,42.00047701
311,-89.50716238,41.99781264
312,-89.4811019,42.00109476
313,-89.56752676,41.98044014
314,-89.55799276,41.98191433
315,-89.54493717,41.9916574
316,-89.50915206,41.98599243
317,-89.49481505,41.98641281
318,-89.48002144,41.98189648
319,-89.57585054,41.97348997
320,-89.55781929,41.97286048
321,-89.5316741,41.97094108
322,-89.52014441,41.96392604
323,-89.49381548,41.97187888
324,-89.47910891,41.97202662
325,-89.57401252,41.95457517
326,-89.55674796,41.95530929
327,-89.53727238,41.95578961
328,-89.51853158,41.95625905
329,-89.49795755,41.95701845
330,-89.47848078,41.9574888
331,-89.57520044,41.94001826
332,-89.55573497,41.94077601
333,-89.53626381,41.9412561
334,-89.51532233,41.94174804
335,-89.49259765,41.94527276
336,-89.48181179,41.93824631
337,-89.57455099,41.92548118
338,-89.55471729,41.92596831
339,-89.53562317,41.92671869
340,-89.51578864,41.9271991
341,-89.49638096,41.93096478
342,-89.47678959,41.92457553
343,-89.57339121,41.90354028
344,-89.55415113,41.91554645
345,-89.53461558,41.91218507
346,-89.51515286,41.91266148
347,-89.49091454,41.91318283
348,-89.475859,41.91360805
349,-89.57288597,41.89641085
350,-89.5534337,41.89716804
351,-89.53397576,41.89764757
352,-89.51415021,41.89812759
353,-89.49986287,41.90019456
354,-89.4807461,41.89928951
355,-89.57226422,41.88324545
356,-89.55280028,41.88317939
357,-89.53295889,41.88256513
358,-89.51347989,41.8816693
359,-89.48932746,41.88630571
360,-89.47893876,41.88037257
361,-89.57165868,41.8709031
362,-89.55184704,41.87166387
363,-89.53239681,41.87214304
364,-89.51294622,41.87261891
365,-89.49350022,41.87336586
366,-89.47361831,41.87027196
367,-89.57057007,41.85252867
368,-89.55113106,41.85328529
369,-89.53081936,41.84663835
370,-89.5118794,41.85451808
371,-89.49250328,41.85883162
372,-89.47302704,41.85765445
373,-89.56955614,41.83799527
374,-89.5501215,41.83875166
375,-89.53025808,41.83621618
376,-89.51087367,41.83970963
377,-89.48666777,41.84050411
378,-89.47199614,41.84092493
379,-89.56888317,41.82208604
380,-89.54993961,41.82914883
381,-89.53906961,41.81691445
382,-89.51927409,41.8176694
383,-89.49130404,41.83304805
384,-89.47137157,41.82638672
385,-89.56742456,41.80344099
386,-89.53807383,41.80292932
387,-89.51863918,41.80313152
388,-89.50874345,41.80350763
389,-89.49934862,41.81128725
390,-89.47001386,41.81185572
391,-89.57626831,41.7866058
392,-89.53748111,41.79086089
393,-89.51800463,41.78859359
394,-89.50811113,41.78896963
395,-89.49871333,41.79647481
396,-89.46939016,41.79731742
397,-89.5568493,41.78736314
398,-89.53706315,41.78812103
399,-89.52046459,41.78280528
400,-89.50760931,41.78156529
401,-89.48781925,41.78204032
402,-89.46876682,41.78277907
403,-89.57460234,41.75726041
404,-89.53641954,41.77330885
405,-89.51650627,41.76692948
406,-89.50697758,41.76702722
407,-89.48719197,41.76750208
408,-89.46777734,41.7682443
409,-89.57358952,41.7427268
410,-89.55418369,41.74348351
411,-89.53148012,41.74427138
412,-89.51536539,41.74471273
413,-89.49595805,41.74545962
414,-89.47691169,41.74592521
415,-89.57257724,41.72819314
416,-89.55317576,41.72894962
417,-89.53377375,41.72970283
418,-89.51473246,41.73017463
419,-89.48666624,41.73814375
420,-89.47555483,41.73139407
421,-89.57157075,41.7139338
422,-89.54155413,41.71480221
423,-89.53356946,41.71872788
424,-89.51417021,41.71947774
425,-89.48481377,41.71648256
426,-89.46555413,41.72518122
427,-89.57055427,41.69912567
428,-89.55198696,41.70481264
429,-89.53260238,41.70611431
430,-89.51310157,41.70110205
431,-89.47394154,41.70232072
432,-89.46504824,41.71722779
433,-89.57005149,41.69199595
434,-89.55139297,41.69274411
435,-89.5325004,41.70062681
436,-89.51210377,41.68656757
437,-89.48333367,41.69509196
438,-89.46356505,41.6952881
439,-89.56940705,41.67745818
440,-89.55038674,41.67821005
441,-89.53099992,41.6789626
442,-89.51160757,41.6794375
443,-89.48184008,41.67287811
444,-89.47246063,41.6806555
445,-89.56889938,41.67005406
446,-89.54980891,41.66696457
447,-89.51061055,41.66490294
448,-89.49122219,41.66537435
449,-89.47426896,41.65868314
450,-89.45195974,41.65945131
451,-89.56738765,41.64839036
452,-89.5488758,41.65627168
453,-89.52437346,41.65707709
454,-89.49924224,41.64333881
455,-89.49023005,41.65083952
456,-89.46280683,41.65193558
457,-89.55710583,41.6270947
458,-89.54723735,41.62747378
459,-89.52754049,41.63042443
460,-89.49911365,41.6362049
461,-89.47212539,41.64086637
462,-89.46584469,41.63736082
463,-89.55550315,41.61970211
464,-89.54673274,41.62006946
465,-89.5174905,41.6209233
466,-89.49775466,41.62167379
467,-89.48872565,41.62807684
468,-89.46887644,41.62251157
469,-89.56385623,41.597384
470,-89.52685595,41.61314234
471,-89.51649337,41.60638865
472,-89.5065631,41.60319724
473,-89.48675919,41.59983002
474,-89.46441294,41.59730773
475,-89.55444409,41.58293942
476,-89.52741143,41.58377225
477,-89.51549176,41.59157957
478,-89.50648854,41.5990815
479,-89.48352303,41.58229869
480,-89.4641591,41.58276523
481,-89.55393912,41.57553508
482,-89.54405284,41.57454188
483,-89.52422065,41.56926034
484,-89.50226387,41.56756464
485,-89.48290454,41.56803428
486,-89.46354007,41.56822627
487,-89.55343946,41.5684051
488,-89.54001592,41.55400175
489,-89.52099117,41.55255323
490,-89.50200181,41.55302225
491,-89.48264681,41.55349179
492,-89.44709839,41.56838673
493,-89.53934973,41.53781707
494,-89.50063941,41.53821657
495,-89.48165401,41.53868218
496,-89.45080543,41.55023801
497,-89.46679203,41.5242845
498,-89.46181383,41.53201769
499,-89.53830734,41.50132796
500,-89.51947919,41.52240012
501,-89.48245354,41.52297642
502,-89.47140878,41.51682909
503,-89.46147061,41.51226158
504,-89.51857784,41.50081945
505,-89.49962366,41.50200122
506,-89.47079389,41.50256442
507,-89.44159377,41.50284953
508,-89.55687839,41.47945131
509,-89.53754082,41.4796554
510,-89.51820306,41.47985625
511,-89.4988651,41.48005385
512,-89.47004504,41.48061674
513,-89.44134587,41.48830667
514,-89.55368671,41.46493998
515,-89.53398866,41.4651473
516,-89.51465518,41.46534749
517,-89.48438269,41.46592887
518,-89.47416369,41.46575624
519,-89.45351215,41.47419241
520,-89.66557609,42.1319162
521,-89.64309361,42.13217508
522,-89.63314225,42.13228826
523,-89.6099222,42.13254899
524,-89.59406797,42.13244991
525,-89.55808987,42.14024865
526,-89.66386642,42.12068535
527,-89.64249905,42.12120557
528,-89.63292352,42.12158884
529,-89.60501546,42.12684093
530,-89.58862619,42.11824036
531,-89.57447975,42.12991942
532,-89.66181761,42.11083041
533,-89.64264162,42.11022762
534,-89.63269929,42.11061506
535,-89.61317164,42.11083456
536,-89.59105917,42.11080468
537,-89.57420131,42.11565319
538,-89.66054058,42.10261295
539,-89.64242145,42.09952821
540,-89.6324752,42.09964126
541,-89.6033674,42.09969274
542,-89.5827377,42.09991924
543,-89.56388077,42.0965557
544,-89.65344853,42.08046764
545,-89.61736907,42.08142588
546,-89.60354028,42.07142662
547,-89.58150597,42.07468693
548,-89.57405613,42.08931147
549,-89.62223068,42.06682764
550,-89.60234817,42.06704925
551,-89.58835664,42.06720312
552,-89.56398641,42.06389973
553,-89.69229072,42.05367087
554,-89.68037214,42.04722554
555,-89.65202478,42.04728038
556,-89.64454913,42.05971453
557,-89.62227699,42.0509113
558,-89.59658588,42.05503874
559,-89.69427678,42.04321973
560,-89.66835832,42.03611508
561,-89.65881288,42.03732338
562,-89.64187276,42.03696896
563,-89.6220108,42.03774254
564,-89.58821699,42.04140999
565,-89.69017607,42.02351069
566,-89.67583818,42.02422813
567,-89.66456371,42.03067094
568,-89.6408724,42.02408301
569,-89.62201301,42.01963131
570,-89.59516548,42.02047846
571,-89.68971543,42.00183758
572,-89.67565928,42.01572346
573,-89.65840824,42.01784481
574,-89.63669613,42.01781903
575,-89.62186345,42.01222385
576,-89.58840246,42.01341788
577,-89.689202,41.99498333
578,-89.67481864,41.99323145
579,-89.66522253,41.99169673
580,-89.6359587,41.99971615
581,-89.61731096,42.00541454
582,-89.58835507,41.99228854
583,-89.6719387,41.98376763
584,-89.68138349,41.97312235
585,-89.66520537,41.99087369
586,-89.64008045,41.98539979
587,-89.62677582,41.98225752
588,-89.60261072,41.98774115
589,-89.65279156,41.95973384
590,-89.64102925,41.95986844
591,-89.61605059,41.96097352
592,-89.60444059,41.96878629
593,-89.69084963,41.95133205
594,-89.66437108,41.95081888
595,-89.65038274,41.94988256
596,-89.63563183,41.94758111
597,-89.61589653,41.95329161
598,-89.59643309,41.95433067
599,-89.69930686,41.93421799
600,-89.68359465,41.9385201
601,-89.66402301,41.93408357
602,-89.62905092,41.93119061
603,-89.61524311,41.93902928
604,-89.59430872,41.93980996
605,-89.6994635,41.92433716
606,-89.68328798,41.92397967
607,-89.64983126,41.92343518
608,-89.64406975,41.92882479
609,-89.61454615,41.92257206
610,-89.59354694,41.91978589
611,-89.69893116,41.89937159
612,-89.68235675,41.91466046
613,-89.66223175,41.90089989
614,-89.63102786,41.90180564
615,-89.61393192,41.91023013
616,-89.60239364,41.90267454
617,-89.68168916,41.90039862
618,-89.68154928,41.89392401
619,-89.66165412,41.89075312
620,-89.64178182,41.88878595
621,-89.61715958,41.88796622
622,-89.59154403,41.89264047
623,-89.68094122,41.88229584
624,-89.66147793,41.8822482
625,-89.64115164,41.87589546
626,-89.62952665,41.88206449
627,-89.61180045,41.87704926
628,-89.59208988,41.88302982
629,-89.68033208,41.87077741
630,-89.67928717,41.85597104
631,-89.65985454,41.85702042
632,-89.64004862,41.85779634
633,-89.62024213,41.85856885
634,-89.59221466,41.87067958
635,-89.67876493,41.84856784
636,-89.65896192,41.84934698
637,-89.64378303,41.84293511
638,-89.62911238,41.843376
639,-89.60931015,41.84414656
640,-89.59977575,41.84452652
641,-89.67684374,41.82691114
642,-89.67824858,41.84143897
643,-89.65045033,41.82804012
644,-89.62859606,41.83597246
645,-89.61869615,41.83635811
646,-89.59926821,41.83739717
647,-89.6941134,41.81079141
648,-89.66518269,41.81305148
649,-89.65741418,41.82768563
650,-89.62075439,41.82920011
651,-89.60484498,41.82251681
652,-89.59577826,41.82431824
653,-89.69308406,41.7968081
654,-89.66450352,41.79796616
655,-89.64472144,41.79901698
656,-89.62699272,41.81101819
657,-89.60971307,41.80901614
658,-89.59597756,41.80066085
659,-89.67299438,41.78304863
660,-89.66346954,41.78343375
661,-89.64410319,41.78667502
662,-89.63467192,41.79172187
663,-89.59955241,41.79595631
664,-89.58432796,41.78624389
665,-89.69204366,41.78227604
666,-89.6716722,41.77236155
667,-89.64307407,41.77214233
668,-89.63363373,41.77664036
669,-89.61730417,41.78505675
670,-89.58880991,41.77165052
671,-89.69056795,41.764456
672,-89.66158996,41.7634226
673,-89.64214028,41.76227372
674,-89.63262379,41.7629306
675,-89.59449124,41.76225786
676,-89.59401737,41.75677457
677,-89.68929211,41.73867522
678,-89.66094638,41.74998326
679,-89.6452203,41.75153604
680,-89.61643465,41.741433
681,-89.61240503,41.74147794
682,-89.59299482,41.74196682
683,-89.68877579,41.73154627
684,-89.65985215,41.73243272
685,-89.6386083,41.73267603
686,-89.62602834,41.72650648
687,-89.61138402,41.72694474
688,-89.59234443,41.72742938
689,-89.67184399,41.71006517
690,-89.62536526,41.71169492
691,-89.61035813,41.71213712
692,-89.59096208,41.71289991
693,-89.6097043,41.69759975
694,-89.58994652,41.69836638
695,-89.68498738,41.67313813
696,-89.61907482,41.69008574
697,-89.5892975,41.68382879
698,-89.66530444,41.65937212
699,-89.62551729,41.64610492
700,-89.5874073,41.66189514
701,-89.66273612,41.62345163
702,-89.63429543,41.62432592
703,-89.61977769,41.62536476
704,-89.5892702,41.62592445
705,-89.63472864,41.60985578
706,-89.6186042,41.61047629
707,-89.66140812,41.59437733
708,-89.63312546,41.60595229
709,-89.59345245,41.59651451
710,-89.66014341,41.56832089
711,-89.62064237,41.56657452
712,-89.5820693,41.57495853
713,-89.77041211,42.1380598
714,-89.7698823,42.13093189
715,-89.74472083,42.14331806
716,-89.72134199,42.13646876
717,-89.70023835,42.13233166
718,-89.68181024,42.13254975
719,-89.78018287,42.11378926
720,-89.76458683,42.12496115
721,-89.74486703,42.11669887
722,-89.731179,42.1311356
723,-89.7113366,42.11710651
724,-89.68148444,42.11718678
725,-89.77917162,42.10172812
726,-89.76412389,42.10438643
727,-89.74970173,42.10209571
728,-89.72023129,42.10245574
729,-89.71065328,42.10257112
730,-89.69149124,42.10252515
731,-89.78801088,42.08542636
732,-89.76428252,42.0950546
733,-89.73796107,42.08769644
734,-89.73001504,42.09492805
735,-89.71033866,42.08803127
736,-89.67423889,42.08818443
737,-89.77499698,42.08010246
738,-89.75937086,42.07316312
739,-89.74369578,42.08049148
740,-89.71975915,42.08078321
741,-89.69210926,42.07365279
742,-89.67658691,42.08003994
743,-89.78794675,42.06649302
744,-89.76235241,42.05830795
745,-89.73894977,42.06573165
746,-89.71943672,42.06596902
747,-89.70972129,42.06526548
748,-89.69012146,42.06886317
749,-89.80085945,42.05151053
750,-89.78385293,42.04843386
751,-89.76253597,42.05007338
752,-89.75224207,42.05074995
753,-89.74230994,42.05114674
754,-89.72206521,42.05139353
755,-89.80024721,42.02490063
756,-89.76479835,42.03605028
757,-89.75663513,42.03313331
758,-89.72916867,42.03950771
759,-89.71298764,42.0402522
760,-89.76848827,42.02008839
761,-89.75106277,42.01426794
762,-89.73177596,42.02410896
763,-89.71224001,42.02269889
764,-89.78483764,41.99463695
765,-89.77230011,42.00961304
766,-89.75084345,42.00439183
767,-89.72542828,42.00305645
768,-89.72159712,42.01298168
769,-89.77056937,41.99810945
770,-89.76027167,41.99823794
771,-89.73002977,41.99476817
772,-89.72120349,41.99487524
773,-89.88577399,42.1365566
774,-89.8475902,42.12773724
775,-89.81912703,42.13886609
776,-89.79899676,42.13056361
777,-89.81871577,42.12915748
778,-89.80029308,42.12491624
779,-89.88028849,42.10809262
780,-89.86205269,42.1006537
781,-89.83324377,42.11338222
782,-89.81795243,42.10562335
783,-89.80359798,42.10635701
784,-89.85423208,42.09719036
785,-89.83723688,42.09521914
786,-89.81777962,42.09821661
787,-89.80810094,42.09395092
788,-89.87579336,42.07467559
789,-89.861427,42.07459341
790,-89.82746082,42.08684026
791,-89.82724196,42.07751326
792,-89.78776022,42.07445322
793,-89.86129538,42.06910702
794,-89.83682777,42.06229563
795,-89.82681099,42.05913355
796,-89.800153,42.0688073
797,-89.92674315,42.05010594
798,-89.88227548,42.0534589
799,-89.86278915,42.04695338
800,-89.8280454,42.04896436
801,-89.81530366,42.05516662
802,-89.88164148,42.03993914
803,-89.86277525,42.03977504
804,-89.84257928,42.04081627
805,-89.8171993,42.04169609
806,-89.91294409,42.02841544
807,-89.90148955,42.03017783
808,-89.88544193,42.03228668
809,-89.86221479,42.03067762
810,-89.84235856,42.03148927
811,-89.8174077,42.03483316
812,-89.91168155,42.01412788
813,-89.91023366,42.0078007
814,-89.88285441,42.01668033
815,-89.86190586,42.0177845
816,-89.842428,42.01886551
817,-89.82771911,42.0193324
818,-89.91083712,41.99335845
819,-89.90068831,41.99366214
820,-89.88264132,42.0079021
821,-89.86138048,41.99583868
822,-89.84173436,41.9895127
823,-89.92549885,41.97798385
824,-89.89830215,41.98785525
825,-89.89015125,41.98392678
826,-89.8608356,41.98843684
827,-90.00830199,42.12742406
828,-89.9600304,42.12811874
829,-89.92114789,42.13579802
830,-89.99722368,42.09849851
831,-89.96086541,42.10313614
832,-89.92503922,42.09979712
833,-90.00640383,42.0692781
834,-89.96272373,42.06057692
835,-89.92431239,42.07072019
836,-90.01865025,42.04495116
837,-89.97606054,42.04941049
838,-89.96171416,42.04988939
839,-90.03099273,42.01074278
840,-89.98302982,42.01994893
841,-89.94477852,42.02076686
842,-90.0275262,41.99103663
843,-89.96584757,41.98122858
844,-89.9645487,42.00237657
845,-89.92572765,41.99468951
846,-89.95615808,41.99069593
847,-89.93377297,41.97811299
848,-89.77731594,41.67722913
849,-89.74393118,41.67380183
850,-89.70050739,41.68008963
851,-89.77118571,41.64849119
852,-89.74449566,41.64937087
853,-89.70406728,41.65809303
854,-89.8122094,41.97872838
855,-89.78440143,41.97543361
856,-89.76051686,41.97628191
857,-89.7572019,41.97604866
858,-89.73915684,41.97489903
859,-89.72101277,41.98609634
860,-89.81135287,41.96411323
861,-89.79067495,41.96026143
862,-89.77001792,41.95722887
863,-89.74910453,41.9591352
864,-89.73881905,41.95953601
865,-89.71992016,41.96964475
866,-89.81083315,41.94161803
867,-89.7826517,41.94691675
868,-89.76869366,41.94736654
869,-89.74900129,41.95447143
870,-89.72876329,41.95362158
871,-89.71907688,41.9477018
872,-89.80118523,41.9376256
873,-89.78227276,41.93018226
874,-89.76742995,41.92378268
875,-89.75669618,41.93681376
876,-89.73209662,41.93793938
877,-89.71924827,41.93864404
878,-89.81076362,41.92268435
879,-89.78551723,41.91120663
880,-89.76716581,41.91198612
881,-89.7570832,41.92116731
882,-89.73250764,41.92311595
883,-89.71856614,41.92410826
884,-89.8028001,41.89589386
885,-89.78628307,41.89637849
886,-89.76683433,41.89717179
887,-89.74737896,41.89768747
888,-89.7329905,41.91158459
889,-89.71838765,41.89886411
890,-89.80556111,41.88817484
891,-89.78594735,41.88156425
892,-89.77126321,41.88174908
893,-89.746673,41.88232881
894,-89.73676694,41.88272474
895,-89.71768269,41.88323083
896,-89.80568255,41.87747104
897,-89.78524487,41.86675461
898,-89.77056411,41.8669393
899,-89.75588929,41.86739646
900,-89.727589,41.88283655
901,-89.70812572,41.88279682
902,-89.80974645,41.86260035
903,-89.78637747,41.85192172
904,-89.75482705,41.85259103
905,-89.74492564,41.85298759
906,-89.72596343,41.85870749
907,-89.71099961,41.86272985
908,-89.80361062,41.85115353
909,-89.78787649,41.83708415
910,-89.76950463,41.8524084
911,-89.7491172,41.84333133
912,-89.72491422,41.84417601
913,-89.70575333,41.84056472
914,-89.80190748,41.82483115
915,-89.78732333,41.82885859
916,-89.7672839,41.83514778
917,-89.74795438,41.82386188
918,-89.72156984,41.82528153
919,-89.70470324,41.82575859
920,-89.80525475,41.81079291
921,-89.78664005,41.81487185
922,-89.76686149,41.8162181
923,-89.74817014,41.81699873
924,-89.71371987,41.81851564
925,-89.70293784,41.8117842
926,-89.79509199,41.79939707
927,-89.78667805,41.8003271
928,-89.77093708,41.80162289
929,-89.75151673,41.80241317
930,-89.73119551,41.79552733
931,-89.70142427,41.80960687
932,-89.79335767,41.78761904
933,-89.78564122,41.7868936
